Franchisee_Name,Zip_Code,
Brooklyn/Queens GJ,11432,
Brooklyn/Queens GJ,11433,
Brooklyn/Queens GJ,11434,
Brooklyn/Queens GJ,11435,
Brooklyn/Queens GJ,11436,
Brooklyn/Queens GJ,11437,
Brooklyn/Queens GJ,11439,
Brooklyn/Queens GJ,11451,
Brooklyn/Queens GJ,11499,
Brooklyn/Queens GJ,11580,
Brooklyn/Queens GJ,11582,
Brooklyn/Queens GJ,11690,
Brooklyn/Queens GJ,11691,
Brooklyn/Queens GJ,11692,
Brooklyn/Queens GJ,11693,
Brooklyn/Queens GJ,11694,
Brooklyn/Queens GJ,11695,
Brooklyn/Queens GJ,11697,
Brooklyn/Queens GJ,10455,
Brooklyn/Queens GJ,10456,
Brooklyn/Queens GJ,10457,
Brooklyn/Queens GJ,10459,
Brooklyn/Queens GJ,10460,
Brooklyn/Queens GJ,10461,
Brooklyn/Queens GJ,10462,
Brooklyn/Queens GJ,10464,
Brooklyn/Queens GJ,10465,
Brooklyn/Queens GJ,10466,
Brooklyn/Queens GJ,10467,
Brooklyn/Queens GJ,10469,
Brooklyn/Queens GJ,10470,
Brooklyn/Queens GJ,10471,
Brooklyn/Queens GJ,10472,
Brooklyn/Queens GJ,10473,
Brooklyn/Queens GJ,10474,
Brooklyn/Queens GJ,10475,
Brooklyn/Queens GJ,10550,
Brooklyn/Queens GJ,10551,
Brooklyn/Queens GJ,10553,
Brooklyn/Queens GJ,10801,
Brooklyn/Queens GJ,10802,
Brooklyn/Queens GJ,10803,
Brooklyn/Queens GJ,10805,
Brooklyn/Queens GJ,10301,
Brooklyn/Queens GJ,10302,
Brooklyn/Queens GJ,10303,
Brooklyn/Queens GJ,10304,
Brooklyn/Queens GJ,10305,
Brooklyn/Queens GJ,10306,
Brooklyn/Queens GJ,10307,
Brooklyn/Queens GJ,10308,
Brooklyn/Queens GJ,10309,
Brooklyn/Queens GJ,10310,
Brooklyn/Queens GJ,10311,
Brooklyn/Queens GJ,10312,
Brooklyn/Queens GJ,10313,
Brooklyn/Queens GJ,10314,
Buffalo GJ,14001,
Buffalo GJ,14004,
Buffalo GJ,14005,
Buffalo GJ,14006,
Buffalo GJ,14008,
Buffalo GJ,14009,
Buffalo GJ,14010,
Buffalo GJ,14011,
Buffalo GJ,14012,
Buffalo GJ,14013,
Buffalo GJ,14025,
Buffalo GJ,14026,
Buffalo GJ,14027,
Buffalo GJ,14028,
Buffalo GJ,14030,
Buffalo GJ,14031,
Buffalo GJ,14032,
Buffalo GJ,14033,
Buffalo GJ,14034,
Buffalo GJ,14036,
Buffalo GJ,14037,
Buffalo GJ,14040,
Buffalo GJ,14041,
Buffalo GJ,14043,
Buffalo GJ,14047,
Buffalo GJ,14051,
Buffalo GJ,14052,
Buffalo GJ,14055,
Buffalo GJ,14057,
Buffalo GJ,14059,
Buffalo GJ,14061,
Buffalo GJ,14067,
Buffalo GJ,14068,
Buffalo GJ,14069,
Buffalo GJ,14070,
Buffalo GJ,14072,
Buffalo GJ,14075,
Buffalo GJ,14080,
Buffalo GJ,14081,
Buffalo GJ,14082,
Buffalo GJ,14083,
Buffalo GJ,14085,
Buffalo GJ,14086,
Buffalo GJ,14091,
Buffalo GJ,14092,
Buffalo GJ,14094,
Buffalo GJ,14098,
Buffalo GJ,14102,
Buffalo GJ,14103,
Buffalo GJ,14105,
Buffalo GJ,14107,
Buffalo GJ,14108,
Buffalo GJ,14109,
Buffalo GJ,14111,
Buffalo GJ,14113,
Buffalo GJ,14120,
Buffalo GJ,14127,
Buffalo GJ,14131,
Buffalo GJ,14132,
Buffalo GJ,14133,
Buffalo GJ,14134,
Buffalo GJ,14139,
Buffalo GJ,14141,
Buffalo GJ,14144,
Buffalo GJ,14145,
Buffalo GJ,14150,
Buffalo GJ,14167,
Buffalo GJ,14169,
Buffalo GJ,14170,
Buffalo GJ,14172,
Buffalo GJ,14174,
Buffalo GJ,14201,
Buffalo GJ,14202,
Buffalo GJ,14203,
Buffalo GJ,14204,
Buffalo GJ,14206,
Buffalo GJ,14207,
Buffalo GJ,14208,
Buffalo GJ,14209,
Buffalo GJ,14210,
Buffalo GJ,14211,
Buffalo GJ,14212,
Buffalo GJ,14213,
Buffalo GJ,14214,
Buffalo GJ,14215,
Buffalo GJ,14216,
Buffalo GJ,14217,
Buffalo GJ,14218,
Buffalo GJ,14219,
Buffalo GJ,14220,
Buffalo GJ,14221,
Buffalo GJ,14222,
Buffalo GJ,14223,
Buffalo GJ,14224,
Buffalo GJ,14225,
Buffalo GJ,14226,
Buffalo GJ,14227,
Buffalo GJ,14228,
Buffalo GJ,14260,
Buffalo GJ,14261,
Buffalo GJ,14301,
Buffalo GJ,14302,
Buffalo GJ,14303,
Buffalo GJ,14304,
Buffalo GJ,14305,
Buffalo GJ,14452,
Buffalo GJ,14569,
Burbank GJ,90042,
Burbank GJ,90068,
Burbank GJ,91001,
Burbank GJ,91003,
Burbank GJ,91011,
Burbank GJ,91012,
Burbank GJ,91020,
Burbank GJ,91021,
Burbank GJ,91023,
Burbank GJ,91030,
Burbank GJ,91031,
Burbank GJ,91046,
Burbank GJ,91101,
Burbank GJ,91102,
Burbank GJ,91103,
Burbank GJ,91105,
Burbank GJ,91109,
Burbank GJ,91110,
Burbank GJ,91115,
Burbank GJ,91123,
Burbank GJ,91124,
Burbank GJ,91129,
Burbank GJ,91182,
Burbank GJ,91184,
Burbank GJ,91188,
Burbank GJ,91189,
Burbank GJ,91201,
Burbank GJ,91202,
Burbank GJ,91203,
Burbank GJ,91204,
Burbank GJ,91205,
Burbank GJ,91206,
Burbank GJ,91207,
Burbank GJ,91208,
Burbank GJ,91209,
Burbank GJ,91210,
Burbank GJ,91214,
Burbank GJ,91221,
Burbank GJ,91222,
Burbank GJ,91224,
Burbank GJ,91225,
Burbank GJ,91226,
Burbank GJ,91345,
Burbank GJ,91346,
Burbank GJ,91352,
Burbank GJ,91353,
Burbank GJ,91395,
Burbank GJ,91402,
Burbank GJ,91405,
Burbank GJ,91412,
Burbank GJ,91501,
Burbank GJ,91502,
Burbank GJ,91503,
Burbank GJ,91504,
Burbank GJ,91505,
Burbank GJ,91506,
Burbank GJ,91507,
Burbank GJ,91508,
Burbank GJ,91510,
Burbank GJ,91521,
Burbank GJ,91522,
Burbank GJ,91523,
Burbank GJ,91526,
Burbank GJ,91601,
Burbank GJ,91602,
Burbank GJ,91603,
Burbank GJ,91605,
Burbank GJ,91606,
Burbank GJ,91608,
Burbank GJ,91609,
Burbank GJ,91610,
Burbank GJ,91611,
Burbank GJ,91612,
Burbank GJ,91615,
Burbank GJ,91616,
Burbank GJ,91618,
Chicago Downtown GJ,60009,
Chicago Downtown GJ,60016,
Chicago Downtown GJ,60017,
Chicago Downtown GJ,60018,
Chicago Downtown GJ,60019,
Chicago Downtown GJ,60029,
Chicago Downtown GJ,60053,
Chicago Downtown GJ,60068,
Chicago Downtown GJ,60171,
Chicago Downtown GJ,60303,
Chicago Downtown GJ,60630,
Chicago Downtown GJ,60631,
Chicago Downtown GJ,60634,
Chicago Downtown GJ,60635,
Chicago Downtown GJ,60639,
Chicago Downtown GJ,60641,
Chicago Downtown GJ,60646,
Chicago Downtown GJ,60656,
Chicago Downtown GJ,60666,
Chicago Downtown GJ,60706,
Chicago Downtown GJ,60707,
Chicago Downtown GJ,60712,
Chicago Downtown GJ,60714,
Chicago Downtown GJ,60076,
Chicago Downtown GJ,60077,
Chicago Downtown GJ,60201,
Chicago Downtown GJ,60202,
Chicago Downtown GJ,60203,
Chicago Downtown GJ,60204,
Chicago Downtown GJ,60208,
Chicago Downtown GJ,60209,
Chicago Downtown GJ,60613,
Chicago Downtown GJ,60618,
Chicago Downtown GJ,60625,
Chicago Downtown GJ,60626,
Chicago Downtown GJ,60640,
Chicago Downtown GJ,60645,
Chicago Downtown GJ,60659,
Chicago Downtown GJ,60660,
Chicago Downtown GJ,60610,
Chicago Downtown GJ,60611,
Chicago Downtown GJ,60614,
Chicago Downtown GJ,60622,
Chicago Downtown GJ,60642,
Chicago Downtown GJ,60647,
Chicago Downtown GJ,60654,
Chicago Downtown GJ,60657,
Chicago Downtown GJ,60668,
Chicago Downtown GJ,60670,
Chicago Downtown GJ,60673,
Chicago Downtown GJ,60677,
Chicago Downtown GJ,60681,
Chicago Downtown GJ,60685,
Chicago Downtown GJ,60690,
Chicago Downtown GJ,60691,
Chicago Downtown GJ,60693,
Chicago Downtown GJ,60697,
Chicago Downtown GJ,60601,
Chicago Downtown GJ,60602,
Chicago Downtown GJ,60603,
Chicago Downtown GJ,60604,
Chicago Downtown GJ,60605,
Chicago Downtown GJ,60606,
Chicago Downtown GJ,60607,
Chicago Downtown GJ,60612,
Chicago Downtown GJ,60661,
Chicago Downtown GJ,60664,
Chicago Downtown GJ,60669,
Chicago Downtown GJ,60674,
Chicago Downtown GJ,60675,
Chicago Downtown GJ,60678,
Chicago Downtown GJ,60680,
Chicago Downtown GJ,60682,
Chicago Downtown GJ,60684,
Chicago Downtown GJ,60687,
Chicago Downtown GJ,60689,
Chicago Downtown GJ,60694,
Chicago Downtown GJ,60695,
Chicago Downtown GJ,60696,
Chicago Downtown GJ,60699,
Chicago Downtown GJ,60608,
Chicago Downtown GJ,60609,
Chicago Downtown GJ,60615,
Chicago Downtown GJ,60616,
Chicago Downtown GJ,60632,
Chicago Downtown GJ,60653,
Chicago Downtown GJ,60686,
Chicago Downtown GJ,60130,
Chicago Downtown GJ,60141,
Chicago Downtown GJ,60153,
Chicago Downtown GJ,60161,
Chicago Downtown GJ,60301,
Chicago Downtown GJ,60302,
Chicago Downtown GJ,60304,
Chicago Downtown GJ,60305,
Chicago Downtown GJ,60402,
Chicago Downtown GJ,60534,
Chicago Downtown GJ,60546,
Chicago Downtown GJ,60570,
Chicago Downtown GJ,60623,
Chicago Downtown GJ,60624,
Chicago Downtown GJ,60644,
Chicago Downtown GJ,60651,
Chicago Downtown GJ,60804,
Chicago Downtown GJ,60101,
Chicago Downtown GJ,60104,
Chicago Downtown GJ,60105,
Chicago Downtown GJ,60106,
Chicago Downtown GJ,60126,
Chicago Downtown GJ,60131,
Chicago Downtown GJ,60143,
Chicago Downtown GJ,60154,
Chicago Downtown GJ,60155,
Chicago Downtown GJ,60160,
Chicago Downtown GJ,60162,
Chicago Downtown GJ,60163,
Chicago Downtown GJ,60164,
Chicago Downtown GJ,60165,
Chicago Downtown GJ,60176,
Chicago Downtown GJ,60191,
Chicago Downtown GJ,60399,
Chicago Downtown GJ,60513,
Chicago Downtown GJ,60526,
Chicago Downtown GJ,60007,
Chicago Downtown GJ,60103,
Chicago Downtown GJ,60107,
Chicago Downtown GJ,60108,
Chicago Downtown GJ,60117,
Chicago Downtown GJ,60120,
Chicago Downtown GJ,60121,
Chicago Downtown GJ,60122,
Chicago Downtown GJ,60123,
Chicago Downtown GJ,60124,
Chicago Downtown GJ,60133,
Chicago Downtown GJ,60157,
Chicago Downtown GJ,60159,
Chicago Downtown GJ,60168,
Chicago Downtown GJ,60169,
Chicago Downtown GJ,60172,
Chicago Downtown GJ,60173,
Chicago Downtown GJ,60177,
Chicago Downtown GJ,60193,
Chicago Downtown GJ,60194,
Chicago GJ,60116,
Chicago GJ,60128,
Chicago GJ,60132,
Chicago GJ,60137,
Chicago GJ,60138,
Chicago GJ,60139,
Chicago GJ,60148,
Chicago GJ,60181,
Chicago GJ,60185,
Chicago GJ,60186,
Chicago GJ,60187,
Chicago GJ,60188,
Chicago GJ,60189,
Chicago GJ,60190,
Chicago GJ,60197,
Chicago GJ,60199,
Chicago GJ,60119,
Chicago GJ,60134,
Chicago GJ,60147,
Chicago GJ,60174,
Chicago GJ,60175,
Chicago GJ,60183,
Chicago GJ,60184,
Chicago GJ,60510,
Chicago GJ,60539,
Chicago GJ,60112,
Chicago GJ,60115,
Chicago GJ,60144,
Chicago GJ,60151,
Chicago GJ,60178,
Chicago GJ,60440,
Chicago GJ,60490,
Chicago GJ,60502,
Chicago GJ,60503,
Chicago GJ,60504,
Chicago GJ,60505,
Chicago GJ,60506,
Chicago GJ,60512,
Chicago GJ,60515,
Chicago GJ,60516,
Chicago GJ,60517,
Chicago GJ,60519,
Chicago GJ,60532,
Chicago GJ,60538,
Chicago GJ,60540,
Chicago GJ,60542,
Chicago GJ,60543,
Chicago GJ,60554,
Chicago GJ,60555,
Chicago GJ,60561,
Chicago GJ,60563,
Chicago GJ,60564,
Chicago GJ,60565,
Chicago GJ,60566,
Chicago GJ,60567,
Chicago GJ,60572,
Chicago GJ,60598,
Chicago GJ,60599,
Chicago GJ,60403,
Chicago GJ,60404,
Chicago GJ,60431,
Chicago GJ,60432,
Chicago GJ,60433,
Chicago GJ,60434,
Chicago GJ,60435,
Chicago GJ,60436,
Chicago GJ,60439,
Chicago GJ,60441,
Chicago GJ,60446,
Chicago GJ,60448,
Chicago GJ,60451,
Chicago GJ,60467,
Chicago GJ,60491,
Chicago GJ,60544,
Chicago GJ,60560,
Chicago GJ,60585,
Chicago GJ,60586,
Chicago GJ,60454,
Chicago GJ,60455,
Chicago GJ,60456,
Chicago GJ,60457,
Chicago GJ,60458,
Chicago GJ,60459,
Chicago GJ,60480,
Chicago GJ,60499,
Chicago GJ,60501,
Chicago GJ,60514,
Chicago GJ,60521,
Chicago GJ,60522,
Chicago GJ,60523,
Chicago GJ,60525,
Chicago GJ,60527,
Chicago GJ,60558,
Chicago GJ,60559,
Chicago GJ,60629,
Chicago GJ,60638,
Chicago GJ,60652,
Chicago GJ,60805,
Chicago GJ,60406,
Chicago GJ,60409,
Chicago GJ,60415,
Chicago GJ,60419,
Chicago GJ,60426,
Chicago GJ,60428,
Chicago GJ,60429,
Chicago GJ,60445,
Chicago GJ,60452,
Chicago GJ,60453,
Chicago GJ,60462,
Chicago GJ,60463,
Chicago GJ,60464,
Chicago GJ,60465,
Chicago GJ,60469,
Chicago GJ,60472,
Chicago GJ,60473,
Chicago GJ,60476,
Chicago GJ,60477,
Chicago GJ,60478,
Chicago GJ,60482,
Chicago GJ,60487,
Chicago GJ,60643,
Chicago GJ,60655,
Chicago GJ,60803,
Chicago GJ,60827,
Chicago GJ,60617,
Chicago GJ,60619,
Chicago GJ,60620,
Chicago GJ,60621,
Chicago GJ,60628,
Chicago GJ,60633,
Chicago GJ,60636,
Chicago GJ,60637,
Chicago GJ,60649,
Chicago GJ,60411,
Chicago GJ,60412,
Chicago GJ,60422,
Chicago GJ,60423,
Chicago GJ,60425,
Chicago GJ,60430,
Chicago GJ,60438,
Chicago GJ,60443,
Chicago GJ,60449,
Chicago GJ,60461,
Chicago GJ,60466,
Chicago GJ,60471,
Chicago GJ,60484,
Chicago Northwest GJ,61013,
Chicago Northwest GJ,61018,
Chicago Northwest GJ,61019,
Chicago Northwest GJ,61024,
Chicago Northwest GJ,61032,
Chicago Northwest GJ,61060,
Chicago Northwest GJ,61063,
Chicago Northwest GJ,61067,
Chicago Northwest GJ,61070,
Chicago Northwest GJ,61077,
Chicago Northwest GJ,61079,
Chicago Northwest GJ,60001,
Chicago Northwest GJ,60033,
Chicago Northwest GJ,60152,
Chicago Northwest GJ,60180,
Chicago Northwest GJ,61008,
Chicago Northwest GJ,61011,
Chicago Northwest GJ,61012,
Chicago Northwest GJ,61016,
Chicago Northwest GJ,61038,
Chicago Northwest GJ,61065,
Chicago Northwest GJ,61072,
